full_name,max_slack
sub1_data_reg_reg[3]/RESETN,INFINITY
sub1_data_reg_reg[1]/RESETN,INFINITY
sub1_state_reg[2]/RESETN,INFINITY
ready_o_reg/RESETN,INFINITY
round_reg[0]/RESETN,INFINITY
sub1_state_reg[0]/RESETN,INFINITY
ks1_key_reg_reg[97]/RESETN,INFINITY
ks1_key_reg_reg[113]/RESETN,INFINITY
addroundkey_round_reg[1]/RESETN,INFINITY
addroundkey_round_reg[0]/RESETN,INFINITY
ks1_key_reg_reg[50]/RESETN,INFINITY
ks1_key_reg_reg[86]/RESETN,INFINITY
ks1_key_reg_reg[99]/RESETN,INFINITY
ks1_key_reg_reg[116]/RESETN,INFINITY
ks1_key_reg_reg[96]/RESETN,INFINITY
round_reg[3]/RESETN,INFINITY
ks1_key_reg_reg[6]/RESETN,INFINITY
ks1_key_reg_reg[22]/RESETN,INFINITY
ks1_key_reg_reg[34]/RESETN,INFINITY
ks1_key_reg_reg[48]/RESETN,INFINITY
ks1_key_reg_reg[38]/RESETN,INFINITY
ks1_key_reg_reg[32]/RESETN,INFINITY
ks1_key_reg_reg[85]/RESETN,INFINITY
ks1_key_reg_reg[71]/RESETN,INFINITY
ks1_key_reg_reg[67]/RESETN,INFINITY
ks1_key_reg_reg[3]/RESETN,INFINITY
ks1_key_reg_reg[23]/RESETN,INFINITY
ks1_key_reg_reg[16]/RESETN,INFINITY
ks1_key_reg_reg[0]/RESETN,INFINITY
mix1_data_reg_reg[105]/RESETN,INFINITY
mix1_data_reg_reg[41]/RESETN,INFINITY
mix1_data_reg_reg[121]/RESETN,INFINITY
mix1_data_reg_reg[89]/RESETN,INFINITY
sbox1_ah_reg_reg[2]/RESETN,INFINITY
sbox1_ah_reg_reg[1]/RESETN,INFINITY
ks1_key_reg_reg[60]/RESETN,INFINITY
ks1_key_reg_reg[59]/RESETN,INFINITY
ks1_key_reg_reg[61]/RESETN,INFINITY
ks1_key_reg_reg[79]/RESETN,INFINITY
ks1_key_reg_reg[109]/RESETN,INFINITY
ks1_key_reg_reg[104]/RESETN,INFINITY
ks1_key_reg_reg[106]/RESETN,INFINITY
sub1_data_reg_reg[19]/RESETN,INFINITY
sub1_data_reg_reg[115]/RESETN,INFINITY
sub1_data_reg_reg[51]/RESETN,INFINITY
sub1_data_reg_reg[91]/RESETN,INFINITY
sub1_data_reg_reg[43]/RESETN,INFINITY
sub1_data_reg_reg[11]/RESETN,INFINITY
sub1_data_reg_reg[69]/RESETN,INFINITY
sub1_data_reg_reg[112]/RESETN,INFINITY
sub1_data_reg_reg[85]/RESETN,INFINITY
sub1_data_reg_reg[71]/RESETN,INFINITY
ks1_col_reg[27]/RESETN,INFINITY
sub1_data_reg_reg[16]/RESETN,INFINITY
sub1_data_reg_reg[52]/RESETN,INFINITY
sub1_data_reg_reg[87]/RESETN,INFINITY
sub1_data_reg_reg[48]/RESETN,INFINITY
sub1_data_reg_reg[99]/RESETN,INFINITY
sub1_data_reg_reg[116]/RESETN,INFINITY
sub1_data_reg_reg[119]/RESETN,INFINITY
sub1_data_reg_reg[68]/RESETN,INFINITY
ks1_col_reg[28]/RESETN,INFINITY
sub1_data_reg_reg[56]/RESETN,INFINITY
sub1_data_reg_reg[29]/RESETN,INFINITY
mix1_state_reg[1]/RESETN,INFINITY
sub1_ready_o_reg/RESETN,INFINITY
mix1_data_o_reg_reg[108]/RESETN,INFINITY
mix1_data_o_reg_reg[64]/RESETN,INFINITY
mix1_data_o_reg_reg[103]/RESETN,INFINITY
mix1_data_o_reg_reg[69]/RESETN,INFINITY
mix1_data_o_reg_reg[62]/RESETN,INFINITY
mix1_data_o_reg_reg[107]/RESETN,INFINITY
mix1_data_o_reg_reg[57]/RESETN,INFINITY
mix1_data_o_reg_reg[74]/RESETN,INFINITY
mix1_data_o_reg_reg[117]/RESETN,INFINITY
mix1_data_o_reg_reg[113]/RESETN,INFINITY
mix1_data_o_reg_reg[122]/RESETN,INFINITY
mix1_data_o_reg_reg[81]/RESETN,INFINITY
mix1_data_o_reg_reg[123]/RESETN,INFINITY
mix1_data_o_reg_reg[35]/RESETN,INFINITY
mix1_data_o_reg_reg[106]/RESETN,INFINITY
mix1_data_o_reg_reg[126]/RESETN,INFINITY
mix1_data_o_reg_reg[36]/RESETN,INFINITY
mix1_data_o_reg_reg[109]/RESETN,INFINITY
mix1_data_o_reg_reg[102]/RESETN,INFINITY
mix1_data_o_reg_reg[34]/RESETN,INFINITY
mix1_data_o_reg_reg[125]/RESETN,INFINITY
mix1_data_o_reg_reg[89]/RESETN,INFINITY
mix1_data_o_reg_reg[94]/RESETN,INFINITY
mix1_data_o_reg_reg[127]/RESETN,INFINITY
mix1_data_o_reg_reg[46]/RESETN,INFINITY
mix1_data_o_reg_reg[97]/RESETN,INFINITY
mix1_data_o_reg_reg[98]/RESETN,INFINITY
mix1_data_o_reg_reg[114]/RESETN,INFINITY
mix1_data_o_reg_reg[40]/RESETN,INFINITY
mix1_data_o_reg_reg[32]/RESETN,INFINITY
mix1_data_o_reg_reg[70]/RESETN,INFINITY
ks1_state_reg[1]/RESETN,INFINITY
sub1_data_reg_reg[7]/RESETN,INFINITY
sub1_data_reg_reg[5]/RESETN,INFINITY
sub1_data_reg_reg[2]/RESETN,INFINITY
state_reg/RESETN,INFINITY
sub1_state_reg[4]/RESETN,INFINITY
mix1_state_reg[0]/RESETN,INFINITY
ks1_key_reg_reg[114]/RESETN,INFINITY
ks1_key_reg_reg[98]/RESETN,INFINITY
addroundkey_round_reg[3]/RESETN,INFINITY
addroundkey_round_reg[2]/RESETN,INFINITY
round_reg[1]/RESETN,INFINITY
addroundkey_start_i_reg/RESETN,INFINITY
ks1_key_reg_reg[33]/RESETN,INFINITY
ks1_key_reg_reg[82]/RESETN,INFINITY
ks1_key_reg_reg[68]/RESETN,INFINITY
ks1_key_reg_reg[65]/RESETN,INFINITY
ks1_key_reg_reg[119]/RESETN,INFINITY
ks1_key_reg_reg[102]/RESETN,INFINITY
ks1_key_reg_reg[103]/RESETN,INFINITY
ks1_key_reg_reg[115]/RESETN,INFINITY
ks1_key_reg_reg[2]/RESETN,INFINITY
ks1_key_reg_reg[49]/RESETN,INFINITY
ks1_key_reg_reg[51]/RESETN,INFINITY
ks1_key_reg_reg[55]/RESETN,INFINITY
ks1_key_reg_reg[37]/RESETN,INFINITY
ks1_key_reg_reg[84]/RESETN,INFINITY
ks1_key_reg_reg[64]/RESETN,INFINITY
ks1_key_reg_reg[70]/RESETN,INFINITY
ks1_key_reg_reg[83]/RESETN,INFINITY
ks1_key_reg_reg[7]/RESETN,INFINITY
ks1_key_reg_reg[17]/RESETN,INFINITY
ks1_key_reg_reg[21]/RESETN,INFINITY
ks1_key_reg_reg[19]/RESETN,INFINITY
ks1_key_reg_reg[112]/RESETN,INFINITY
ks1_key_reg_reg[117]/RESETN,INFINITY
ks1_key_reg_reg[101]/RESETN,INFINITY
ks1_key_reg_reg[1]/RESETN,INFINITY
ks1_key_reg_reg[4]/RESETN,INFINITY
ks1_key_reg_reg[53]/RESETN,INFINITY
ks1_key_reg_reg[35]/RESETN,INFINITY
ks1_key_reg_reg[39]/RESETN,INFINITY
ks1_key_reg_reg[52]/RESETN,INFINITY
ks1_key_reg_reg[81]/RESETN,INFINITY
ks1_key_reg_reg[87]/RESETN,INFINITY
ks1_key_reg_reg[80]/RESETN,INFINITY
ks1_key_reg_reg[69]/RESETN,INFINITY
ks1_key_reg_reg[66]/RESETN,INFINITY
ks1_key_reg_reg[5]/RESETN,INFINITY
ks1_key_reg_reg[18]/RESETN,INFINITY
ks1_key_reg_reg[20]/RESETN,INFINITY
