full_name,actual_rise_transition_max,actual_fall_transition_max,cached_ceff_max_rise,cached_ceff_max_fall,cached_ceff_min_rise,cached_ceff_min_fall,fanout_load,pin_capacitance_max,direction,max_rise_slack,max_fall_slack,max_rise_arrival,max_fall_arrival,actual_rise_transition_min,actual_fall_transition_min,min_rise_slack,min_fall_slack,min_rise_arrival,min_fall_arrival,x_coordinate,y_coordinate
stage1_iter_reg[3]/CLK,127.438049,127.280113,,,,,1.000000,0.493555,in,-121.649536,INFINITY,55.168362,55.101204,101.773468,101.292908,66.279366,INFINITY,44.062523,43.854603,1188.000000,5139.000000
stage1_iter_reg[3]/QN,36.272541,33.842125,0.003965,0.003968,0.002992,0.002991,0.000000,0.000000,out,-121.649544,-120.438225,111.422501,110.282913,30.140419,28.772408,66.279366,75.188515,96.011398,94.814346,2484.000000,5103.000000
FE_OCPC400_stage1_iter_3/A,36.274689,33.844433,,,,,1.000000,0.324662,in,136.589294,144.586243,111.547058,110.407570,30.141867,28.773924,66.279373,75.188507,96.104591,94.907509,2160.000000,5679.000000
FE_OFC190_stage1_iter_3/A,36.274689,33.844433,,,,,1.000000,1.909670,in,-121.649536,-118.836197,111.547058,110.407570,30.141867,28.773924,97.412743,111.288170,96.104591,94.907509,4122.000000,5643.000000
FE_OFC191_stage1_iter_3/A,36.274689,33.844433,,,,,1.000000,0.667414,in,-115.684685,-120.438225,111.547058,110.407570,30.141867,28.773924,68.237579,89.242760,96.104591,94.907509,3474.000000,5103.000000
g42558/B,36.274689,33.844433,,,,,1.000000,0.563340,in,-113.694748,-117.295135,111.547058,110.407570,30.141867,28.773924,116.521454,118.334160,96.104591,94.907509,4140.000000,6057.000000
FE_OCPC400_stage1_iter_3/Y,17.008226,14.545448,0.001118,0.001120,0.001003,0.001015,0.000000,0.000000,out,136.589294,144.586243,134.226105,134.627838,15.617256,13.478591,66.279366,75.188507,117.335922,117.576691,2016.000000,5643.000000
FE_OFC190_stage1_iter_3/Y,15.613164,14.312811,0.002889,0.002895,0.002114,0.002169,0.000000,0.000000,out,-118.836197,-121.649544,120.562836,118.809486,12.652019,11.518147,111.288170,97.412743,103.158913,101.941414,4194.000000,5643.000000
FE_OFC191_stage1_iter_3/Y,30.003382,25.978619,0.003295,0.003251,0.002516,0.002541,0.000000,0.000000,out,-120.438225,-115.684685,129.615768,127.478127,23.987513,20.955244,89.242760,68.237579,110.474762,109.010330,3546.000000,5103.000000
g42558/Y,18.839464,17.061932,0.000681,0.000681,0.000436,0.000420,0.000000,0.000000,out,-118.075722,-113.694748,122.928818,120.313217,13.497711,12.291104,118.334160,115.222191,104.299858,101.481079,4212.000000,6093.000000
g42352/A,17.008921,14.546264,,,,,1.000000,0.981861,in,136.589310,144.586243,134.274582,134.676422,15.617855,13.479303,66.279366,75.188515,117.379066,117.620422,2052.000000,5013.000000
g44390/A,15.614425,14.314192,,,,,1.000000,1.071390,in,-118.250656,-112.107460,120.625427,118.872215,12.652843,11.519101,119.829613,112.390976,103.204453,101.988159,4284.000000,6093.000000
g8/B,15.614425,14.314192,,,,,1.000000,0.563340,in,-118.836197,-121.649544,120.625427,118.872215,12.652843,11.519101,117.386353,126.726646,103.204453,101.988159,5382.000000,6057.000000
g48158/B,15.614425,14.314192,,,,,1.000000,0.510106,in,-115.569214,-107.469498,120.625427,118.872215,12.652843,11.519101,125.110825,113.388489,103.204453,101.988159,4806.000000,6093.000000
g36/A,15.614425,14.314192,,,,,1.000000,0.524236,in,-114.428230,-121.272881,120.625427,118.872215,12.652843,11.519101,111.288170,97.412743,103.204453,101.988159,5094.000000,6057.000000
g50518_dup/C,30.004541,25.979921,,,,,1.000000,1.591850,in,-111.242508,-114.844055,129.698959,127.560188,23.988352,20.956224,89.242767,77.728859,110.538063,109.074287,3816.000000,5139.000000
g50518/C,30.004541,25.979921,,,,,1.000000,1.591850,in,-120.438225,-115.684677,129.698959,127.560188,23.988352,20.956224,95.937981,68.237579,110.538063,109.074287,3816.000000,5517.000000
g42520/B,18.839621,17.062103,,,,,1.000000,0.559138,in,-118.075722,-113.694748,122.952957,120.337357,13.497790,12.291184,118.334160,115.222191,104.314461,101.495079,4446.000000,6633.000000
g42352/Y,25.104494,25.149414,0.000743,0.000742,0.000679,0.000661,0.000000,0.000000,out,53.248016,74.174713,231.826843,222.450134,20.118116,10.108278,-10.886784,-26.225914,42.432331,48.541969,1620.000000,5013.000000
g44390/Y,16.566637,17.140345,0.001834,0.001838,0.001039,0.001093,0.000000,0.000000,out,-120.606544,-122.709915,137.846695,136.690292,11.087046,8.929256,112.390984,119.829613,109.933167,112.223114,4428.000000,6093.000000
g8/Y,17.737350,16.635878,0.001192,0.001192,0.000705,0.000678,0.000000,0.000000,out,-121.649536,-118.836205,130.055130,130.612198,11.169403,9.226663,36.331879,25.970032,19.930885,19.014820,5454.000000,6093.000000
g48158/Y,23.041113,32.058620,0.001168,0.001155,0.000917,0.000925,0.000000,0.000000,out,-108.811333,-115.569206,132.981735,136.883102,13.950759,27.004902,-2.906503,8.378318,-3.322570,0.705877,4914.000000,6093.000000
g36/Y,16.385509,13.946812,0.003621,0.003612,0.002958,0.002933,0.000000,0.000000,out,-115.655670,-121.272888,139.677826,138.340256,14.115099,11.819732,111.288177,97.114891,119.755104,119.498611,5166.000000,6093.000000
g50518_dup/Y,22.074898,31.966579,0.002712,0.002714,0.002250,0.002203,0.000000,0.000000,out,-115.879112,-111.242508,143.234924,145.128891,13.929409,23.052324,-41.915981,-30.898586,2.389058,4.263126,4284.000000,5139.000000
g50518/Y,22.235369,32.279926,0.002773,0.002775,0.002312,0.002264,0.000000,0.000000,out,-116.736710,-120.438217,143.358734,145.289078,14.102951,23.397522,-51.402382,-24.189751,2.496611,4.437190,4284.000000,5517.000000
g42520/Y,12.270164,11.845103,0.002427,0.002423,0.001691,0.001723,0.000000,0.000000,out,-120.848007,-116.231705,142.783203,142.035812,9.616687,9.772579,2.190371,-0.346163,3.075991,2.816556,4626.000000,6633.000000
stage1_iter_reg[3]/D,25.104670,25.149590,,,,,1.000000,0.621293,in,53.248001,74.174713,231.856461,222.479706,20.118296,10.108616,-10.886784,-26.225910,42.459152,48.568027,1368.000000,5103.000000
g44389/B,16.569813,17.143427,,,,,1.000000,1.639660,in,-120.606544,-122.709915,137.949020,136.792847,11.088437,8.931188,112.390984,119.829613,109.988579,112.281700,5040.000000,6219.000000
g51946/A,17.737846,16.636406,,,,,1.000000,1.093600,in,-121.649544,-118.836212,130.097000,130.654068,11.169663,9.226953,36.331879,25.970030,19.954933,19.037878,5904.000000,6057.000000
g44388/B,23.041565,32.058937,,,,,1.000000,1.025610,in,-108.811340,-115.569214,133.027298,136.928146,13.951204,27.005136,-2.906503,8.378318,-3.287418,0.741355,5040.000000,6561.000000
g47294/A2,16.387476,13.949110,,,,,1.000000,1.016970,in,-101.593750,-102.720993,139.757919,138.420135,14.116612,11.821507,143.015442,110.797592,119.820297,119.563248,5976.000000,7335.000000
g42541/A,16.387476,13.949110,,,,,1.000000,1.286160,in,-115.655670,-121.272881,139.757919,138.420135,14.116612,11.821507,119.478889,155.478683,119.820297,119.563248,5364.000000,7263.000000
g50583/A,16.387476,13.949110,,,,,1.000000,1.105330,in,-112.063065,-112.236816,139.757919,138.420135,14.116612,11.821507,111.288170,97.114891,119.820297,119.563248,6156.000000,7173.000000
FE_OCPC266_n_12937/A,22.077797,31.968584,,,,,1.000000,2.531750,in,-115.879105,-111.242516,143.347794,145.241852,13.932528,23.054127,-41.915981,-30.898584,2.482050,4.354071,5148.000000,5553.000000
FE_OFC174_n_12937/A,22.239754,32.282951,,,,,1.000000,2.531750,in,-116.736717,-120.438210,143.498047,145.428482,14.107666,23.400242,-51.402378,-24.189751,2.611663,4.549745,5256.000000,5643.000000
g43266/A1,12.272544,11.847560,,,,,1.000000,0.579473,in,-119.370209,-116.231705,142.859451,142.111923,9.618127,9.774053,32.232979,-0.346163,3.128501,2.870101,5256.000000,6759.000000
g44388/A,12.272544,11.847560,,,,,1.000000,1.066940,in,-116.966675,-114.145798,142.859451,142.111923,9.618127,9.774053,2.190371,4.591847,3.128501,2.870101,4932.000000,6561.000000
g42506/A,12.272544,11.847560,,,,,1.000000,0.535565,in,-120.848022,-116.098511,142.859451,142.111923,9.618127,9.774053,34.956726,0.928874,3.128501,2.870101,5472.000000,6723.000000
g44389/Y,17.680584,13.072216,0.001867,0.001851,0.001442,0.001426,0.000000,0.000000,out,-122.709915,-120.606544,146.667206,145.079239,9.656056,9.577312,1.533920,-7.209561,1.393252,-3.630503,5292.000000,6183.000000
g51946/Y,26.751221,24.397785,0.019736,0.019727,0.014565,0.014479,0.000000,0.000000,out,-123.909561,-122.561478,158.017426,162.649582,20.763456,19.451279,13.702986,5.710611,19.097200,22.809402,6228.000000,6093.000000
g44388/Y,23.052414,20.126860,0.008879,0.008883,0.005774,0.005883,0.000000,0.000000,out,-121.633972,-120.606537,171.401016,170.943085,16.244873,13.256805,-2.906504,1.058464,19.027313,19.235174,5508.000000,6633.000000
g47294/Y,29.198206,22.172775,0.003122,0.003108,0.002504,0.002466,0.000000,0.000000,out,-108.788803,-105.327560,162.069626,157.093475,17.138330,13.900832,-4.400957,26.594574,19.578648,15.134895,5796.000000,7263.000000
g42541/Y,6.668233,6.373302,0.000655,0.000655,0.000389,0.000402,0.000000,0.000000,out,-121.272873,-115.655670,143.268372,143.529694,5.335281,5.321242,155.478683,119.478897,123.686813,123.073296,5436.000000,7263.000000
g50583/Y,12.393072,10.887195,0.004883,0.004912,0.003277,0.003375,0.000000,0.000000,out,-116.020462,-117.621201,159.250092,161.085007,9.660304,8.407433,-4.980999,-18.714066,17.559273,19.271759,6408.000000,7173.000000
FE_OCPC266_n_12937/Y,16.161676,15.442312,0.013934,0.013835,0.010955,0.010885,0.000000,0.000000,out,-115.879105,-111.242508,159.718704,164.514740,13.361406,12.920060,-41.915977,-30.898584,16.877024,21.301920,5436.000000,5553.000000
FE_OFC174_n_12937/Y,23.484383,21.919727,0.016359,0.015828,0.012843,0.012520,0.000000,0.000000,out,-116.736710,-120.438202,160.421097,165.168671,18.962849,17.947342,-51.402378,-24.189751,17.487186,21.941685,5544.000000,5643.000000
g43266/Y,17.453823,15.277197,0.000665,0.000663,0.000545,0.000540,0.000000,0.000000,out,-116.231705,-119.370209,150.985931,150.988297,8.610716,6.977658,-0.346163,32.232979,10.817793,10.319153,5364.000000,6723.000000
g42506/Y,13.327889,11.194523,0.000727,0.000727,0.000470,0.000468,0.000000,0.000000,out,-116.098511,-121.272873,151.236877,149.880310,7.800598,7.918851,0.928874,34.956726,10.328363,8.439439,5616.000000,6723.000000
g44388/C,17.681269,13.073127,,,,,1.000000,1.059220,in,-121.633965,-120.606544,146.716309,145.127914,9.656794,9.578039,1.533920,1.058465,1.430885,-3.593292,5184.000000,6597.000000
g44392/A,17.681269,13.073127,,,,,1.000000,0.667414,in,-122.709908,-116.170822,146.716309,145.127914,9.656794,9.578039,32.011719,-7.209561,1.430885,-3.593292,5580.000000,6633.000000
FE_DBTC18_n_14989/A,26.824783,24.478348,,,,,1.000000,8.064869,in,-120.507301,-120.947273,158.643707,163.275574,20.814894,19.505527,18.400723,5.710611,19.558540,23.268007,6228.000000,5643.000000
FE_DBTC18_n_14989_dup1/A,26.824783,24.478348,,,,,1.000000,3.763610,in,-118.829109,-117.946587,158.643707,163.275574,20.814894,19.505527,23.129665,13.933352,19.558540,23.268007,6768.000000,6093.000000
FE_DBTC18_n_14989_dup/A,26.824783,24.478348,,,,,1.000000,6.835830,in,-123.909569,-122.561485,158.643707,163.275574,20.814894,19.505527,13.702986,9.617303,19.558540,23.268007,7398.000000,6183.000000
FE_OCPC329_n_14989/A,26.824783,24.478348,,,,,1.000000,0.566126,in,-106.461929,-120.366150,158.643707,163.275574,20.814894,19.505527,50.843636,36.314262,19.558540,23.268007,8874.000000,6057.000000
FE_OCPC260_n_4521_dup/A,23.252556,20.273613,,,,,1.000000,1.909670,in,-118.415123,-120.606544,172.497818,172.038757,16.626593,13.721900,14.977135,1.058464,20.144773,20.352634,7452.000000,8343.000000
g51478/B,23.250864,20.271633,,,,,1.000000,1.064830,in,-121.633965,-118.865974,172.237686,171.778503,16.626593,13.721900,2.513918,31.833492,20.144773,20.352634,7416.000000,7641.000000
g51480/B,23.247311,20.267546,,,,,1.000000,1.066440,in,-109.452744,-112.633179,172.183472,171.724289,16.626593,13.721900,-2.906504,30.714375,20.144773,20.352634,6768.000000,7641.000000
g47834/B,23.283855,20.305862,,,,,1.000000,1.064830,in,-113.289474,-114.645729,172.334610,171.875443,16.626593,13.721900,4.405478,31.155087,20.144773,20.352634,7452.000000,7875.000000
g51480_dup/B,23.311010,20.331703,,,,,1.000000,1.066440,in,-119.801727,-118.561516,172.420395,171.961273,16.626593,13.721900,22.141136,51.705902,20.144773,20.352634,6066.000000,8181.000000
FE_OCPC260_n_4521/A,23.252205,20.273216,,,,,1.000000,1.286160,in,-117.708549,-117.243980,172.506287,172.047226,16.626593,13.721900,33.367176,5.802160,20.144773,20.352634,7848.000000,8253.000000
g47834_dup/B,23.252888,20.273993,,,,,1.000000,0.565780,in,-113.084534,-115.307129,172.489166,172.030090,16.626593,13.721900,5.226599,33.895409,20.144773,20.352634,7470.000000,8253.000000
g51480/A,29.199533,22.174507,,,,,1.000000,1.105330,in,-98.214493,-99.646706,162.157455,157.180893,17.139769,13.902551,-4.400957,26.594574,19.648705,15.203849,6696.000000,7713.000000
FE_OFC173_n_8607/A,29.199533,22.174507,,,,,1.000000,0.643178,in,-108.788795,-104.685379,162.157455,157.180893,17.139769,13.902551,16.678938,34.035107,19.648705,15.203849,6390.000000,8343.000000
g51480_dup/A,29.199533,22.174507,,,,,1.000000,1.105330,in,-108.328384,-105.327568,162.157455,157.180893,17.139769,13.902551,20.648830,47.587795,19.648705,15.203849,5994.000000,8253.000000
g42506/B,6.668596,6.373682,,,,,1.000000,0.563340,in,-121.272873,-115.655670,143.290329,143.551666,5.335426,5.321397,155.478683,119.478897,123.699196,123.086121,5544.000000,6759.000000
g44341/A,12.405713,10.901757,,,,,1.000000,0.275723,in,22.930191,18.649170,159.426712,161.262711,9.667481,8.416187,-0.508211,-18.714066,17.676771,19.392830,6264.000000,6633.000000
g44346/A,12.405713,10.901757,,,,,1.000000,2.071670,in,-116.020462,-117.621201,159.426712,161.262711,9.667481,8.416187,36.809685,8.307141,17.676771,19.392830,6966.000000,7137.000000
g46773/B,12.405713,10.901757,,,,,1.000000,1.066440,in,-114.561295,-113.135025,159.426712,161.262711,9.667481,8.416187,-4.980999,24.917046,17.676771,19.392830,7740.000000,6795.000000
g50585/B,12.405713,10.901757,,,,,1.000000,1.066440,in,-110.826210,-110.405769,159.426712,161.262711,9.667481,8.416187,-0.563805,31.911385,17.676771,19.392830,7740.000000,7335.000000
FE_OFC392_n_12937/A,16.531916,15.832302,,,,,1.000000,1.239720,in,-107.252800,-110.998978,161.367004,166.161194,13.361406,12.920060,1.411503,-27.355589,18.148169,22.570169,11736.000000,6183.000000
FE_OFC387_n_12937/A,16.548695,15.849744,,,,,1.000000,0.643178,in,-113.421997,-111.242516,161.134201,165.928604,13.361406,12.920060,-15.429026,22.126461,17.977514,22.399817,9666.000000,6183.000000
FE_OFC393_n_12937/A,16.541153,15.841905,,,,,1.000000,0.550446,in,-104.939957,-110.507050,161.266281,166.060684,13.361406,12.920060,-27.783997,12.790409,18.079948,22.502068,10170.000000,5139.000000
FE_OFC390_n_12937/A,16.546244,15.847198,,,,,1.000000,3.763610,in,-115.879105,-109.495758,161.194275,165.988678,13.361406,12.920060,-41.915981,-23.710661,18.024109,22.446329,10098.000000,6183.000000
FE_OFC388_n_12937/A,16.542553,15.843281,,,,,1.000000,0.643178,in,-103.128128,-107.373596,160.915512,165.709946,13.361406,12.920060,48.877922,53.642521,17.807848,22.230469,6012.000000,11583.000000
g49728/A2,16.541309,15.842067,,,,,1.000000,0.424768,in,-41.484154,-46.515259,161.264465,166.058868,13.361406,12.920060,-38.217384,-2.302038,18.078539,22.500662,10026.000000,5139.000000
FE_OFC385_n_12937/A,16.259670,15.545886,,,,,1.000000,0.643178,in,43.213089,39.099716,159.888901,164.684525,13.361406,12.920060,-12.225922,-30.898584,17.009689,21.434187,5076.000000,5553.000000
FE_OFC391_n_12937/A,16.528343,15.828592,,,,,1.000000,1.239720,in,-109.248871,-106.910355,161.394104,166.188309,13.361406,12.920060,3.027669,0.627075,18.169683,22.591648,11952.000000,6183.000000
FE_OFC389_n_12937/A,16.544607,15.845437,,,,,1.000000,1.841100,in,-107.552307,-109.667976,160.941711,165.736145,13.361406,12.920060,27.703083,38.888485,17.828186,22.250767,5886.000000,11583.000000
FE_OFC386_n_12937/A,16.525238,15.825117,,,,,1.000000,2.432240,in,-109.446014,-107.528244,160.776581,165.571091,13.361406,12.920060,-4.160938,-2.615952,17.700012,22.122845,5958.000000,8793.000000
g42147__8246/A1,25.318571,23.876139,,,,,1.000000,0.402303,in,125.603729,95.516190,161.730377,166.460617,18.962849,17.947342,-51.402382,-11.967346,18.505013,22.950718,5706.000000,6057.000000
FE_OFC184_n_12937/A,26.816198,25.470209,,,,,1.000000,6.835830,in,-116.736710,-114.031288,165.340454,170.055115,18.962849,17.947342,-1.379976,-15.979675,21.246902,25.680550,14706.000000,10953.000000
FE_OFC177_n_12937/A,26.867626,25.520235,,,,,1.000000,6.835830,in,-116.677567,-120.438202,164.983597,169.698776,18.962849,17.947342,-23.594627,-24.189749,20.976383,25.410707,8748.000000,15273.000000
FE_OCPC429_FE_OFN93_n_12937/A,26.835348,25.491037,,,,,1.000000,0.550446,in,-98.830032,-104.410660,164.952332,169.668320,18.962849,17.947342,15.518656,33.597538,20.952148,25.386497,14058.000000,11457.000000
FE_OFC183_n_12937/A,26.895987,25.548601,,,,,1.000000,1.068320,in,-108.139778,-115.508423,165.011978,169.727173,18.962849,17.947342,-0.369539,16.381161,20.997879,25.432175,14760.000000,11043.000000
FE_OFC180_n_12937/A,26.497240,25.242582,,,,,1.000000,0.677159,in,-111.637840,-115.448318,163.572113,168.292160,18.962849,17.947342,-15.577023,22.580189,19.924332,24.365307,5454.000000,11079.000000
FE_OFC178_n_12937/A,26.833635,25.488485,,,,,1.000000,3.763610,in,-114.242722,-118.729340,165.084900,169.800064,18.962849,17.947342,8.366382,2.555916,21.053110,25.487316,14058.000000,11043.000000
g47298/B,17.453936,15.277325,,,,,1.000000,0.620467,in,-116.231697,-119.370216,151.005676,151.007996,8.610867,6.977840,-0.346163,32.232979,10.833856,10.335068,5616.000000,7101.000000
g47298/A2,13.328108,11.194783,,,,,1.000000,0.632617,in,-116.098511,-121.272873,151.260971,149.904388,7.800743,7.918992,0.928874,34.956726,10.343349,8.454343,5580.000000,7101.000000
g44392/Y,9.042810,8.868706,0.000680,0.000682,0.000541,0.000571,0.000000,0.000000,out,-116.170822,-122.709908,151.489136,152.205322,7.264977,6.471612,-7.209561,32.011719,1.754550,5.982493,5652.000000,6633.000000
FE_DBTC18_n_14989/Y,22.984545,20.904728,0.019202,0.018859,0.014925,0.014569,0.000000,0.000000,out,-120.947281,-120.507294,175.294266,168.363754,18.336824,16.380959,5.710613,18.400723,33.242725,27.669777,6300.000000,5643.000000
FE_DBTC18_n_14989_dup1/Y,29.826048,26.475670,0.016084,0.015694,0.012860,0.012490,0.000000,0.000000,out,-117.946579,-118.829102,178.521820,171.297470,23.952389,21.061686,13.933350,23.129665,35.872581,30.009274,6840.000000,6093.000000
FE_DBTC18_n_14989_dup/Y,38.056519,34.308960,0.022335,0.021152,0.017466,0.016702,0.000000,0.000000,out,-122.561485,-123.909576,177.048767,169.693817,28.315447,25.575937,9.617304,13.702986,34.398445,28.548784,7326.000000,6183.000000
FE_OCPC329_n_14989/Y,9.798248,9.209820,0.001598,0.001595,0.001066,0.001062,0.000000,0.000000,out,-106.461937,-120.366150,174.542679,180.492889,7.971745,7.686972,50.843632,36.314262,33.981239,38.748516,9018.000000,6093.000000
FE_OCPC260_n_4521_dup/Y,14.024882,12.759145,0.003745,0.003739,0.002523,0.002501,0.000000,0.000000,out,-120.606544,-118.415123,181.468918,180.154007,9.818314,9.103431,1.058464,14.977136,27.162632,25.845070,7380.000000,8343.000000
g51478/Y,37.044498,31.641212,0.019371,0.018561,0.016007,0.015402,0.000000,0.000000,out,-121.633965,-118.865967,199.369080,197.940720,31.240454,26.774698,1.881844,31.833492,43.956932,43.471275,7596.000000,7713.000000
g51480/Y,35.732178,29.957232,0.014874,0.014448,0.012601,0.011984,0.000000,0.000000,out,-109.452751,-112.633186,197.353470,195.932907,30.492989,24.954477,-4.400959,26.594574,41.354424,37.437729,6948.000000,7713.000000
g47834/Y,24.540054,21.269926,0.012133,0.011794,0.009978,0.009727,0.000000,0.000000,out,-113.289467,-114.645737,195.828903,195.074097,20.901659,18.259640,3.745823,31.155087,40.789009,40.853943,7272.000000,7803.000000
g51480_dup/Y,41.507729,34.635868,0.017504,0.016975,0.013796,0.013251,0.000000,0.000000,out,-119.801735,-118.561516,199.515503,197.752686,33.272152,27.505041,20.648830,47.587795,42.225155,38.223812,6246.000000,8253.000000
FE_OCPC260_n_4521/Y,13.277781,12.097099,0.002324,0.002317,0.001585,0.001591,0.000000,0.000000,out,-117.243988,-117.708542,181.012299,179.729034,9.336390,8.738654,5.802160,33.367176,26.845980,25.584671,7920.000000,8253.000000
g47834_dup/Y,23.897615,19.921871,0.005527,0.005522,0.004725,0.004545,0.000000,0.000000,out,-113.084526,-115.307129,195.181458,194.481018,19.776253,16.010473,4.609032,33.895409,40.324860,40.118530,7650.000000,8253.000000
FE_OFC173_n_8607/Y,14.978625,14.079806,0.001165,0.001175,0.000936,0.000956,0.000000,0.000000,out,-104.685379,-108.788803,168.676865,172.398911,11.387561,10.310074,34.035107,16.678938,23.971136,27.621731,6462.000000,8343.000000
g44341/Y,34.692745,27.193100,0.001194,0.001210,0.000987,0.001006,0.000000,0.000000,out,18.649170,22.930176,182.450165,178.177551,29.248045,22.886044,-18.714066,-0.508213,37.204269,33.502213,6192.000000,6633.000000
g44346/Y,15.204856,14.447527,0.002933,0.002915,0.002381,0.002332,0.000000,0.000000,out,-117.621201,-116.020454,170.397980,169.420227,11.476704,8.881793,1.881845,31.195873,20.994982,20.752243,7182.000000,7173.000000
g46773/Y,19.176682,16.528835,0.007748,0.007643,0.006791,0.006527,0.000000,0.000000,out,-114.561295,-113.135017,177.767136,178.919037,16.567574,13.690566,-9.525131,19.454546,30.088486,30.039413,7920.000000,6723.000000
g50585/Y,29.562017,25.004173,0.012107,0.011772,0.010193,0.009737,0.000000,0.000000,out,-110.826210,-110.405777,181.124939,181.669525,25.312910,20.926291,-5.025059,26.583344,33.030426,32.538223,7920.000000,7263.000000
FE_OFC392_n_12937/Y,36.285526,29.337133,0.008293,0.008230,0.006832,0.006892,0.000000,0.000000,out,-110.998985,-107.252800,186.361771,178.707565,29.151278,23.737238,-27.355591,1.411501,39.169273,32.546684,11808.000000,6183.000000
FE_OFC387_n_12937/Y,18.420927,15.223792,0.001923,0.001925,0.001541,0.001541,0.000000,0.000000,out,-111.242516,-113.421997,178.875320,172.370636,15.119243,12.443734,22.126459,-15.429024,33.218220,27.375423,9594.000000,6183.000000
FE_OFC393_n_12937/Y,38.021828,31.137136,0.008936,0.008953,0.006910,0.007073,0.000000,0.000000,out,-104.939949,-110.507042,191.085449,195.346970,30.150770,25.432446,-27.783997,12.790409,43.816536,48.323143,10314.000000,5103.000000
FE_OFC390_n_12937/Y,17.153450,14.977854,0.010234,0.010202,0.007523,0.007392,0.000000,0.000000,out,-109.495758,-115.879105,176.158188,169.723358,13.372935,11.554893,-23.710661,-41.915981,30.472757,24.675014,10026.000000,6183.000000
FE_OFC388_n_12937/Y,22.951540,18.639301,0.002596,0.002596,0.002202,0.002242,0.000000,0.000000,out,-107.373604,-103.128128,181.001846,174.221771,19.648598,16.093559,53.642517,48.877922,35.281551,29.246912,6084.000000,11583.000000
g49728/Y,22.732058,19.596445,0.002377,0.002436,0.001861,0.001871,0.000000,0.000000,out,-75.693771,-70.820099,222.042709,217.600250,18.237429,14.784533,-47.159622,-15.224821,32.127594,31.095438,9702.000000,5103.000000
FE_OFC385_n_12937/Y,21.528362,17.536959,0.002391,0.002389,0.001736,0.001747,0.000000,0.000000,out,39.099716,43.213089,179.178528,172.490005,16.459595,13.523955,-30.898582,-12.225922,32.912186,27.010223,5004.000000,5553.000000
FE_OFC391_n_12937/Y,30.899012,24.855963,0.007521,0.007517,0.006009,0.005924,0.000000,0.000000,out,-106.910362,-109.248878,185.141159,177.786880,24.791098,19.690292,0.627075,3.027668,38.069813,31.469666,12024.000000,6183.000000
FE_OFC389_n_12937/Y,16.279690,13.597960,0.004899,0.004882,0.004062,0.004044,0.000000,0.000000,out,-109.667976,-107.552307,177.495407,171.061172,13.677937,11.331920,38.888485,27.703081,32.197720,26.364300,5814.000000,11583.000000
FE_OFC386_n_12937/Y,26.898254,22.079388,0.011975,0.011954,0.009547,0.009122,0.000000,0.000000,out,-107.528244,-109.446014,181.925430,174.969971,21.840160,17.308844,-2.615952,-4.160938,35.476578,28.962307,6030.000000,8793.000000
g42147__8246/Y,32.373859,24.852648,0.000783,0.000780,0.000717,0.000705,0.000000,0.000000,out,47.260773,63.991806,236.076111,242.655960,22.583832,20.507294,-11.967346,-51.402386,42.147686,35.369625,5850.000000,6093.000000
FE_OFC184_n_12937/Y,20.058468,18.012856,0.017271,0.017236,0.014151,0.013862,0.000000,0.000000,out,-114.031288,-116.736710,182.053360,174.924866,15.966768,14.373480,-15.979675,-1.379976,35.437622,29.121862,14778.000000,10953.000000
FE_OFC177_n_12937/Y,24.745531,22.286232,0.019906,0.019587,0.015171,0.014842,0.000000,0.000000,out,-120.438202,-116.677567,182.826492,175.545670,18.791697,16.818180,-24.189751,-23.594627,35.653305,29.392368,8676.000000,15273.000000
FE_OCPC429_FE_OFN93_n_12937/Y,14.641569,12.813722,0.002843,0.002844,0.002377,0.002378,0.000000,0.000000,out,-98.830032,-104.410660,186.512878,192.580353,12.758339,11.206803,15.518654,33.597538,40.289864,45.624840,14202.000000,11493.000000
FE_OFC183_n_12937/Y,11.649007,10.738285,0.004463,0.004472,0.003499,0.003688,0.000000,0.000000,out,-108.139786,-115.508423,181.324234,187.527954,9.861605,9.378757,-0.369537,16.381163,35.672539,41.189987,14940.000000,11043.000000
FE_OFC180_n_12937/Y,11.858185,10.822463,0.003398,0.003401,0.002653,0.002683,0.000000,0.000000,out,-111.637840,-115.448318,180.089310,186.252304,10.043835,9.282723,-15.577023,22.580189,34.807632,40.203419,5310.000000,11043.000000
FE_OFC178_n_12937/Y,26.621387,23.513666,0.014761,0.014592,0.012192,0.011936,0.000000,0.000000,out,-118.729340,-114.242729,184.529587,177.190170,21.347237,18.660625,2.555916,8.366383,37.406853,31.024975,14130.000000,11043.000000
g47298/Y,15.164083,13.380523,0.003121,0.003123,0.002588,0.002535,0.000000,0.000000,out,-116.231689,-122.709908,169.926453,170.978317,12.341972,9.903184,-7.209560,32.011719,18.866188,23.502384,5796.000000,7173.000000
g47298/A1,9.043074,8.868976,,,,,1.000000,0.602300,in,-116.170815,-122.709908,151.510880,152.227142,7.265177,6.471866,-7.209561,32.011719,1.771566,6.000546,5472.000000,7137.000000
g51951/A,23.649061,21.636677,,,,,1.000000,1.065280,in,-117.037521,-119.379593,178.286682,171.329422,18.336824,16.380959,52.282845,74.842499,35.512215,29.906279,13194.000000,3897.000000
g51956/B,23.688480,21.678680,,,,,1.000000,1.025350,in,-100.195419,-109.245811,178.087891,171.130554,18.336824,16.380959,26.317465,55.516785,35.362385,29.757113,12546.000000,3861.000000
