full_name,actual_rise_transition_max,actual_fall_transition_max,cached_ceff_max_rise,cached_ceff_max_fall,cached_ceff_min_rise,cached_ceff_min_fall,fanout_load,pin_capacitance_max,direction,max_rise_slack,max_fall_slack,max_rise_arrival,max_fall_arrival,actual_rise_transition_min,actual_fall_transition_min,min_rise_slack,min_fall_slack,min_rise_arrival,min_fall_arrival,x_coordinate,y_coordinate
g40676__51352/B2,26.312326,23.868895,,,,,1.000000,0.463146,in,-96.860535,-104.579575,295.478149,297.512360,15.619445,12.619337,64.446602,83.003342,53.061077,61.261559,4014.000000,15777.000000
g40874__49766/B,26.312326,23.868895,,,,,1.000000,0.563340,in,-110.091690,-118.781509,295.478149,297.512360,15.619445,12.619337,74.111618,92.739388,53.061077,61.261559,3924.000000,15399.000000
g40874__49766_dup/B,26.312326,23.868895,,,,,1.000000,1.060470,in,-111.866272,-109.573807,295.478149,297.512360,15.619445,12.619337,66.573051,82.929161,53.061077,61.261559,4104.000000,15435.000000
g52576/B,13.541817,11.903287,,,,,1.000000,1.639660,in,-107.327774,-111.140488,287.447510,290.630554,10.801241,9.552680,80.087952,92.521095,64.633591,65.634583,1944.000000,14157.000000
g51574/C,13.541817,11.903287,,,,,1.000000,0.523839,in,-94.097778,-98.434586,287.447510,290.630554,10.801241,9.552680,78.583939,87.960388,64.633591,65.634583,2502.000000,14283.000000
g41290/A,13.541817,11.903287,,,,,1.000000,1.909670,in,-105.133087,-113.434921,287.447510,290.630554,10.801241,9.552680,75.304626,87.800476,64.633591,65.634583,3636.000000,14193.000000
g40661__49152/A2,13.541817,11.903287,,,,,1.000000,0.598557,in,-85.639984,-88.108475,287.447510,290.630554,10.801241,9.552680,70.153679,77.559868,64.633591,65.634583,3744.000000,15777.000000
g41339__2802/B,14.542754,13.269557,,,,,1.000000,0.360903,in,-98.744720,-103.109726,286.249908,289.815643,12.100177,11.117555,87.718765,83.767807,63.802311,65.176277,4950.000000,15399.000000
g40896__5107/A1,14.559724,13.288239,,,,,1.000000,0.562023,in,-104.819321,-107.860321,286.530975,290.095764,12.100177,11.117555,89.349609,99.364433,64.023224,65.398041,2592.000000,14823.000000
g41125__46544/B,14.552967,13.280993,,,,,1.000000,1.082940,in,-113.100723,-116.024628,286.652191,290.216675,12.100177,11.117555,95.869232,91.196243,64.118469,65.493706,3636.000000,16821.000000
g41106__5115/A,14.511558,13.235289,,,,,1.000000,0.535565,in,-99.379730,-103.775635,286.096680,289.663055,12.100177,11.117555,82.038956,90.465347,63.681824,65.055412,5094.000000,14193.000000
g47187/A,14.501973,13.224744,,,,,1.000000,1.065280,in,-112.698364,-118.357986,286.061523,289.628052,12.100177,11.117555,80.412354,96.423630,63.654148,65.027664,5310.000000,14157.000000
g40902__9315/A1,14.567298,13.297450,,,,,1.000000,0.596437,in,-97.065262,-98.548080,286.439209,290.004303,12.100177,11.117555,94.536499,84.339943,63.951138,65.325645,3348.000000,14895.000000
g41340__46071/A,14.552744,13.280753,,,,,1.000000,1.606640,in,-103.293533,-110.943985,286.654724,290.219238,12.100177,11.117555,82.757660,95.127655,64.120468,65.495712,3258.000000,16443.000000
g41330__5107/B,14.558189,13.286600,,,,,1.000000,0.726301,in,-108.142487,-103.560638,286.574402,290.139099,12.100177,11.117555,96.436821,84.389343,64.057373,65.432327,2592.000000,13617.000000
g45953/A,28.113499,25.036278,,,,,1.000000,2.830710,in,-107.521729,-111.958527,289.021454,284.309387,18.374596,16.728785,74.533585,85.113983,60.843842,58.560799,2862.000000,14355.000000
g41069__46389/B,28.113499,25.036278,,,,,1.000000,0.510643,in,-105.455978,-104.284271,289.021454,284.309387,18.374596,16.728785,81.601433,86.716362,60.843842,58.560799,3852.000000,14733.000000
g41118__46384/B,28.113499,25.036278,,,,,1.000000,1.639660,in,-105.379486,-103.403915,289.021454,284.309387,18.374596,16.728785,77.933914,84.824600,60.843842,58.560799,3132.000000,14859.000000
g41060__3680/A,28.113499,25.036278,,,,,1.000000,0.554890,in,-110.438583,-101.125122,289.021454,284.309387,18.374596,16.728785,85.745705,85.502304,60.843842,58.560799,4932.000000,14697.000000
g40819__7410/B,28.113499,25.036278,,,,,1.000000,0.511651,in,-99.312073,-101.089249,289.021454,284.309387,18.374596,16.728785,80.379761,78.297989,60.843842,58.560799,5202.000000,15399.000000
g40896__5107/B2,11.998096,10.461649,,,,,1.000000,0.630858,in,-108.290329,-112.864761,289.792603,295.720978,9.712705,8.722688,89.637558,97.940933,64.216751,65.221359,2448.000000,14859.000000
g51733/B1,11.998096,10.461649,,,,,1.000000,0.596950,in,-94.596222,-106.358765,289.792603,295.720978,9.712705,8.722688,76.393883,88.712334,64.216751,65.221359,3240.000000,13617.000000
g40827__43699/A,11.998096,10.461649,,,,,1.000000,0.535565,in,-101.015793,-114.293228,289.792603,295.720978,9.712705,8.722688,84.546432,101.394272,64.216751,65.221359,2052.000000,15273.000000
g40883__43703/A1,11.998096,10.461649,,,,,1.000000,1.205180,in,-103.088760,-109.507843,289.792603,295.720978,9.712705,8.722688,84.956169,99.951599,64.216751,65.221359,2376.000000,14157.000000
g41280/A,11.998096,10.461649,,,,,1.000000,0.643178,in,-103.423737,-107.400604,289.792603,295.720978,9.712705,8.722688,83.828117,91.404030,64.216751,65.221359,2772.000000,15273.000000
g50945/B,11.252411,10.383457,,,,,1.000000,0.563340,in,-105.508392,-106.347748,290.066345,288.193481,9.434416,8.730659,85.095482,94.606789,72.789452,73.550163,18342.000000,14859.000000
g41074__43386/A,11.252411,10.383457,,,,,1.000000,0.556364,in,-90.334030,-89.991104,290.066345,288.193481,9.434416,8.730659,79.845741,77.424294,72.789452,73.550163,16056.000000,14697.000000
g40954__1705/A,11.252411,10.383457,,,,,1.000000,1.071390,in,-96.636139,-87.119354,290.066345,288.193481,9.434416,8.730659,86.202187,80.422714,72.789452,73.550163,18270.000000,14733.000000
g40750__53812/A1,25.133898,23.412498,,,,,1.000000,0.562023,in,-97.483322,-98.925873,304.437592,299.887604,17.349018,10.600960,73.919464,66.878937,69.295303,67.264259,16902.000000,13203.000000
g47791/A,20.332153,18.751675,,,,,1.000000,1.388700,in,-97.781982,-98.817764,283.094849,284.004364,13.793918,13.284394,67.106972,69.771278,67.962196,66.379524,17694.000000,13041.000000
g53311/B1,20.330673,18.750065,,,,,1.000000,0.416499,in,-92.658218,-90.837738,283.071320,283.980743,13.793918,13.284394,75.630760,82.704193,67.962196,66.379524,17010.000000,13239.000000
g43841/B,20.344446,18.764164,,,,,1.000000,0.543675,in,-89.417526,-86.805237,283.232117,284.141663,13.793918,13.284394,85.501732,73.549652,67.962196,66.379524,17424.000000,15399.000000
g41215__5122/B,20.333382,18.753025,,,,,1.000000,1.639660,in,-94.550247,-105.755203,283.363525,284.273102,13.793918,13.284394,72.847343,82.984520,67.962196,66.379524,18594.000000,14859.000000
g53652/A,20.403484,18.823164,,,,,1.000000,0.535565,in,-98.921402,-104.678116,283.283417,284.193146,13.793918,13.284394,92.018173,83.860718,67.962196,66.379524,18252.000000,15363.000000
g53653/B,20.406078,18.826080,,,,,1.000000,1.066440,in,-100.718872,-100.748016,283.144531,284.054169,13.793918,13.284394,66.637703,74.680351,67.962196,66.379524,17226.000000,14661.000000
g63/A3,20.417379,18.755661,,,,,1.000000,0.497227,in,-91.257736,-88.873138,283.297607,284.207306,13.793918,13.284394,71.630180,75.747047,67.962196,66.379524,19170.000000,15237.000000
FE_OFC302_n_1550/A,20.415897,17.638836,,,,,1.000000,1.286160,in,-98.531418,-92.893158,300.745361,297.199463,15.167704,12.733862,71.199875,70.473206,75.087517,73.867523,18216.000000,12663.000000
g41099__54547/B,20.535089,17.680420,,,,,1.000000,1.639660,in,-108.900131,-109.500778,301.219971,297.675476,15.188210,12.758226,88.474319,84.942627,75.405991,74.187874,19080.000000,13617.000000
g40887__1881/B,20.528160,17.677431,,,,,1.000000,0.510643,in,-93.628876,-92.025269,301.057800,297.513763,15.229793,12.799230,73.045898,81.537788,75.296806,74.078735,18306.000000,13113.000000
g40673__52532/B2,20.451475,17.680002,,,,,1.000000,0.524541,in,-97.884125,-92.438477,301.237671,297.693085,15.187933,12.757889,77.476952,78.449326,75.417931,74.199768,19170.000000,14157.000000
g44255/A1,20.518082,17.746569,,,,,1.000000,0.579473,in,-96.310120,-94.400208,301.068359,297.524323,15.222957,12.792421,82.766304,75.380386,75.303909,74.085861,17028.000000,13617.000000
g40900__5526/A,20.449375,17.677595,,,,,1.000000,1.388700,in,-106.958267,-103.647583,301.295532,297.750519,15.186465,12.756124,86.382103,88.154259,75.456985,74.238609,19422.000000,14661.000000
g41112__6783/A,20.530928,17.680498,,,,,1.000000,2.067130,in,-108.131851,-112.627930,301.215729,297.671265,15.188266,12.758293,66.943054,74.918205,75.403137,74.185028,16614.000000,14394.000000
g41820__6783/B2,10.531135,9.079668,,,,,1.000000,0.525273,in,-30.493347,-8.538345,243.601807,235.259583,9.453405,8.166337,71.379509,48.713150,55.568428,51.193695,9720.000000,10035.000000
g50782/B,12.568365,10.846437,,,,,1.000000,1.085680,in,-55.691895,-55.789032,280.465973,281.969513,8.159391,7.609623,31.718815,37.613991,58.860699,57.752846,1548.000000,8217.000000
g46194_dup/B,12.568365,10.846437,,,,,1.000000,1.066440,in,-116.095673,-114.906372,280.465973,281.969513,8.159391,7.609623,46.096222,55.260834,58.860699,57.752846,1476.000000,7641.000000
g46194/B,12.568365,10.846437,,,,,1.000000,1.066440,in,-116.646286,-117.874954,280.465973,281.969513,8.159391,7.609623,34.645256,46.013718,58.860699,57.752846,1512.000000,7875.000000
g41114__7482/A,17.737499,15.249836,,,,,1.000000,1.606640,in,-113.079514,-110.100952,293.473083,290.758820,13.478347,11.406754,44.851192,58.591854,72.619766,72.231415,4644.000000,8793.000000
g40738__52769/A1,17.738747,15.251331,,,,,1.000000,0.531538,in,-115.115173,-113.096710,293.666321,290.951599,13.478347,11.406754,98.229904,109.463486,72.619766,72.231415,3258.000000,7677.000000
FE_OFC136_n_1323/A,17.734169,15.246073,,,,,1.000000,1.286160,in,-116.167755,-109.824356,293.744934,291.029602,13.478347,11.406754,41.060776,52.630577,72.619766,72.231415,3186.000000,9333.000000
g41090__6783/B,17.737408,15.249793,,,,,1.000000,0.563340,in,-100.218658,-99.736237,293.695312,290.980408,13.478347,11.406754,86.509598,95.592712,72.619766,72.231415,3222.000000,8757.000000
g41122__3680/A,17.749046,15.261193,,,,,1.000000,0.535565,in,-104.907501,-106.859161,293.575226,290.860291,13.478347,11.406754,44.208939,58.593292,72.619766,72.231415,3942.000000,8793.000000
g41121__6161/B,17.735214,15.247172,,,,,1.000000,2.188830,in,-116.671417,-114.790878,293.434723,290.720367,13.478347,11.406754,105.986801,96.196648,72.619766,72.231415,4860.000000,8379.000000
g40891__5115/A2,17.334394,15.385185,,,,,1.000000,0.631182,in,-70.637314,-67.535065,292.464752,290.408203,12.315895,10.889110,46.036907,53.824989,71.099030,71.279678,2286.000000,8181.000000
g41318__3680/B,17.286270,15.335690,,,,,1.000000,1.639870,in,-117.591064,-113.022690,292.686768,290.630646,12.315895,10.889110,101.955414,92.208984,71.099030,71.279678,3150.000000,6057.000000
g41331__1617/B,17.288000,15.337626,,,,,1.000000,1.639870,in,-119.097046,-115.906784,292.659729,290.603516,12.315895,10.889110,104.198425,94.631241,71.099030,71.279678,2448.000000,6219.000000
g41082__6417/B,17.287783,15.337331,,,,,1.000000,1.373370,in,-112.783447,-108.357285,292.409454,290.352814,12.315895,10.889110,106.700905,96.067711,71.099030,71.279678,2322.000000,8919.000000
g41105__46586/A2,17.284788,15.333936,,,,,1.000000,0.632617,in,-107.217224,-107.478027,292.368988,290.312286,12.315895,10.889110,59.290947,52.367989,71.099030,71.279678,2646.000000,9495.000000
g41083__1881/A,17.261314,15.307251,,,,,1.000000,0.535565,in,-101.588257,-99.183868,292.193054,290.136200,12.315895,10.889110,88.313522,98.648392,71.099030,71.279678,2718.000000,9333.000000
g43953_dup/A,8.189528,7.768753,,,,,1.000000,0.524236,in,-120.066620,-118.858215,287.640472,285.837708,7.307726,6.794019,104.997368,118.316101,67.362770,67.743675,2070.000000,6219.000000
g41324__3680/A,8.189528,7.768753,,,,,1.000000,1.065280,in,-118.080704,-118.097137,287.640472,285.837708,7.307726,6.794019,95.940659,108.453949,67.362770,67.743675,4104.000000,6219.000000
g43953/A,8.189528,7.768753,,,,,1.000000,1.105330,in,-111.551285,-113.271149,287.640472,285.837708,7.307726,6.794019,46.478203,60.897079,67.362770,67.743675,1530.000000,6183.000000
g52770/A,25.655531,19.765522,,,,,1.000000,0.667414,in,-102.313736,-98.913910,295.516541,292.094788,12.603684,15.078994,38.506927,47.083950,66.576714,62.890430,4698.000000,8343.000000
g40911__52768/B,25.655531,19.765522,,,,,1.000000,0.510643,in,-107.125885,-104.087402,295.516541,292.094788,12.603684,15.078994,85.878502,92.497040,66.576714,62.890430,2934.000000,8793.000000
g40745__52765/A2,25.655531,19.765522,,,,,1.000000,0.631182,in,-99.084808,-96.217392,295.516541,292.094788,12.603684,15.078994,88.492004,76.863998,66.576714,62.890430,3456.000000,8721.000000
g40738__52769/B1,25.655531,19.765522,,,,,1.000000,0.436723,in,-116.338074,-117.792648,295.516541,292.094788,12.603684,15.078994,90.725403,99.768127,66.576714,62.890430,3474.000000,7677.000000
g41121__6161/A,22.654589,19.320023,,,,,1.000000,2.071670,in,-112.968109,-115.351822,287.736725,291.094757,15.634805,15.335205,100.796814,90.533051,65.888008,66.176529,5040.000000,8379.000000
g41222__51455/B,17.594810,15.129199,,,,,1.000000,0.559138,in,-94.407623,-91.700211,281.922791,279.122833,13.558681,11.929667,54.882599,55.832996,55.933956,54.112553,18216.000000,7263.000000
g40788__51457/A1,17.594364,15.128687,,,,,1.000000,0.473419,in,-69.731979,-72.645660,281.938629,279.138702,13.558681,11.929667,52.841904,46.007282,55.933956,54.112553,19512.000000,7839.000000
g51453/B,17.634987,15.168152,,,,,1.000000,0.559138,in,-87.357620,-85.839844,281.872864,279.072754,13.558681,11.929667,62.644577,53.868744,55.933956,54.112553,18594.000000,8793.000000
g51454/A,17.593851,15.128096,,,,,1.000000,0.524236,in,-79.010376,-79.530319,281.953278,279.153412,13.558681,11.929667,44.779907,51.393478,55.933956,54.112553,19566.000000,7677.000000
g41246__51451/B,17.647627,15.180814,,,,,1.000000,1.082940,in,-92.411682,-89.786621,281.885651,279.085571,13.558681,11.929667,42.988483,48.230278,55.933956,54.112553,18252.000000,8181.000000
g51453_dup/B,17.647038,15.180224,,,,,1.000000,1.082940,in,-91.076080,-93.879501,281.885040,279.084961,13.558681,11.929667,56.162498,51.790504,55.933956,54.112553,17280.000000,8721.000000
g50230/B2,19.009693,17.520304,,,,,1.000000,0.462950,in,-90.218231,-85.879028,296.192871,290.980499,10.136520,10.011537,54.456635,51.461285,58.349522,56.409973,17946.000000,6561.000000
g41178/A,11.426932,12.044260,,,,,1.000000,1.239720,in,-83.917984,-86.661484,295.198822,297.203979,10.161463,11.003060,57.851776,56.914856,67.059090,69.666435,19188.000000,7173.000000
g47335/C,11.426932,12.044260,,,,,1.000000,0.523432,in,-90.285446,-90.732864,295.198822,297.203979,10.161463,11.003060,65.996094,66.961960,67.059090,69.666435,19008.000000,7137.000000
g40924__47688/B1,11.426932,12.044260,,,,,1.000000,0.555867,in,-90.330399,-89.632355,295.198822,297.203979,10.161463,11.003060,65.843384,65.045509,67.059090,69.666435,18972.000000,6759.000000
g46644/A,11.426932,12.044260,,,,,1.000000,1.628430,in,-93.944458,-84.395676,295.198822,297.203979,10.161463,11.003060,54.376720,50.530617,67.059090,69.666435,17388.000000,6183.000000
g47725/A1,11.426932,12.044260,,,,,1.000000,0.596437,in,-78.453323,-78.224823,295.198822,297.203979,10.161463,11.003060,53.865005,48.194153,67.059090,69.666435,18414.000000,5481.000000
g506/C,17.673038,17.137705,,,,,1.000000,1.309890,in,-66.198944,-76.704880,296.901337,300.126648,13.933344,14.148756,40.401039,58.712070,69.105995,71.681587,19440.000000,6795.000000
g40823__47687/B,17.663126,17.127718,,,,,1.000000,0.601849,in,-71.559586,-83.620819,296.424408,299.651794,13.933344,14.148756,55.005947,58.407837,68.756081,71.334747,17118.000000,6597.000000
g44404/A2,17.672836,17.137499,,,,,1.000000,0.631182,in,-82.946121,-86.362106,296.903595,300.128906,13.933344,14.148756,57.415203,54.077774,69.107651,71.683220,19242.000000,6795.000000
g44405/A2,17.678532,17.143417,,,,,1.000000,0.631654,in,-84.984894,-88.716431,296.577667,299.804352,13.933344,14.148756,59.198364,57.139091,68.868568,71.446259,18198.000000,6255.000000
g40824__2346/A,17.681837,17.146736,,,,,1.000000,1.361200,in,-76.980789,-81.764435,296.738281,299.964264,13.933344,14.148756,55.125500,52.417725,68.986397,71.563049,17910.000000,5517.000000
g186/A,17.698870,17.163137,,,,,1.000000,2.524810,in,-92.621948,-97.867142,296.650330,299.876709,13.933344,14.148756,56.791847,60.932892,68.921890,71.499107,17172.000000,6093.000000
g47725/B1,17.680786,17.145649,,,,,1.000000,0.555867,in,-79.697906,-82.784790,296.777496,300.003326,13.933344,14.148756,56.095901,51.470951,69.015167,71.591560,18594.000000,5517.000000
g223/B,17.589752,17.052694,,,,,1.000000,0.606611,in,-84.115829,-86.697617,296.110657,299.339508,13.933344,14.148756,66.339706,63.021507,68.525665,71.106300,18108.000000,7875.000000
g47684/B,13.627687,11.316128,,,,,1.000000,0.444330,in,-94.037903,-90.787537,305.951050,310.507019,8.491062,9.532818,53.717918,42.183701,58.011719,54.754227,16686.000000,7875.000000
g91/A2,32.041195,27.556435,,,,,1.000000,1.068950,in,-90.787537,-94.037888,322.194550,319.746582,16.885132,17.456736,42.183701,49.683681,65.099770,64.005524,17316.000000,9261.000000
g41253__6417/A,17.605322,16.717422,,,,,1.000000,2.067130,in,-68.642883,-71.910980,277.219727,278.535492,12.691252,10.072716,35.648869,43.104137,65.157166,64.127617,5760.000000,4362.000000
g41254__2398/B,17.605322,16.717422,,,,,1.000000,1.066440,in,-69.596588,-65.673309,277.219727,278.535492,12.691252,10.072716,40.162651,38.937286,65.157166,64.127617,5688.000000,3321.000000
FE_OCPC403_n_18600/A,17.605322,16.717422,,,,,1.000000,0.324662,in,-59.395630,-61.737152,277.219727,278.535492,12.691252,10.072716,38.796768,44.497471,65.157166,64.127617,5508.000000,3357.000000
FE_OCPC264_n_18600/A,17.605322,16.717422,,,,,1.000000,0.677159,in,-68.378555,-70.501923,277.219727,278.535492,12.691252,10.072716,47.163921,41.512321,65.157166,64.127617,5688.000000,3897.000000
g41183/A,16.648087,14.252563,,,,,1.000000,2.524810,in,-67.791321,-72.611465,293.237305,293.076385,13.714490,11.835042,39.687763,49.348946,74.793442,74.701012,6714.000000,4563.000000
g40860__47943/A2,16.648087,14.252563,,,,,1.000000,0.598557,in,-55.508652,-55.472153,293.237305,293.076385,13.714490,11.835042,35.813522,35.321701,74.793442,74.701012,5184.000000,2817.000000
g40857__55081/A2,16.648087,14.252563,,,,,1.000000,0.554164,in,-64.081085,-61.887573,293.237305,293.076385,13.714490,11.835042,41.108643,50.316574,74.793442,74.701012,6282.000000,2313.000000
g1099/A,16.648087,14.252563,,,,,1.000000,2.071670,in,-69.737076,-61.686035,293.237305,293.076385,13.714490,11.835042,40.642429,35.436012,74.793442,74.701012,3834.000000,2439.000000
g40858__7482/B,16.648087,14.252563,,,,,1.000000,0.490704,in,-63.851120,-66.692825,293.237305,293.076385,13.714490,11.835042,43.322540,52.772007,74.793442,74.701012,6606.000000,2403.000000
g44026/B,9.088850,8.307079,,,,,1.000000,1.066440,in,-72.868469,-70.282516,288.316559,285.671814,6.497745,6.482402,44.684666,45.757725,72.429268,73.519783,7794.000000,4095.000000
FE_OFC321_n_18595/A,21.973890,21.010145,,,,,1.000000,1.286160,in,-70.722992,-69.289978,280.487152,277.495544,15.700035,12.390505,47.168293,45.153831,67.125023,67.886108,6660.000000,5553.000000
g41251__7410/B,21.973890,21.010145,,,,,1.000000,2.182130,in,-71.602539,-74.152069,280.487152,277.495544,15.700035,12.390505,34.774940,49.079872,67.125023,67.886108,7128.000000,4401.000000
FE_OFC322_n_18595/A,21.973890,21.010145,,,,,1.000000,1.909670,in,-67.020142,-68.355255,280.487152,277.495544,15.700035,12.390505,43.155018,42.532383,67.125023,67.886108,7128.000000,5013.000000
g41117__44029/B2,21.973890,21.010145,,,,,1.000000,1.217290,in,-68.931900,-63.713913,280.487152,277.495544,15.700035,12.390505,41.724323,44.895142,67.125023,67.886108,7038.000000,5139.000000
g103/B2,28.399538,23.653425,,,,,1.000000,0.630858,in,-73.691940,-69.410629,309.199219,308.294189,14.049837,8.480081,33.130215,34.652176,66.926598,62.945080,14958.000000,3519.000000
g43903/B,22.257021,24.224028,,,,,1.000000,0.511651,in,-86.534653,-84.446442,305.656036,300.109650,16.016970,14.189827,49.662140,40.520447,62.292240,57.816689,17352.000000,4059.000000
FE_OFC296_n_4757/A,22.257021,24.224028,,,,,1.000000,0.667414,in,-78.533905,-69.286804,305.656036,300.109650,16.016970,14.189827,38.349159,41.481255,62.292240,57.816689,17226.000000,3393.000000
g51437/A2,20.757397,22.452501,,,,,1.000000,0.439137,in,-79.787857,-71.980469,303.818512,299.020691,10.800384,7.326653,43.904327,46.778545,69.759521,69.123413,14688.000000,4095.000000
g586/B,24.961952,21.055300,,,,,1.000000,0.586307,in,-83.687393,-77.336853,313.795013,306.722015,17.469900,9.540334,41.269356,46.696335,71.409737,71.510727,15408.000000,4599.000000
g64/A2,16.260611,20.802557,,,,,1.000000,1.057770,in,-89.776184,-87.566605,323.130676,321.858643,10.494610,8.318423,38.586899,51.495270,68.646812,73.088715,17100.000000,4941.000000
g40759__51108/A2,17.402569,18.575754,,,,,1.000000,0.631182,in,-87.618408,-90.607315,304.340668,300.706024,10.603159,8.839544,64.285507,61.798775,70.588280,71.520302,16434.000000,3321.000000
g40921__51438/B,18.210623,16.492390,,,,,1.000000,0.583109,in,-82.786545,-79.861267,306.946808,302.229767,9.746235,10.226316,46.791370,42.100395,68.948502,69.082588,14580.000000,3321.000000
g51436/B,12.603401,12.665545,,,,,1.000000,0.726301,in,-74.129913,-76.586365,296.605316,296.832672,9.660873,10.751378,48.509575,39.949013,65.076172,62.449772,14418.000000,3519.000000
g40843__2398/A,12.603401,12.665545,,,,,1.000000,0.556364,in,-78.610153,-79.581253,296.605316,296.832672,9.660873,10.751378,51.134205,43.203499,65.076172,62.449772,16812.000000,4059.000000
g41100__1881/B,12.603401,12.665545,,,,,1.000000,0.606611,in,-93.930130,-95.945496,296.605316,296.832672,9.660873,10.751378,55.614502,42.921734,65.076172,62.449772,16524.000000,3861.000000
g40916__46635/A1,12.603401,12.665545,,,,,1.000000,0.596437,in,-77.699234,-79.936371,296.605316,296.832672,9.660873,10.751378,50.971172,43.601589,65.076172,62.449772,16542.000000,4095.000000
FE_OFC314_n_16170/A,12.603401,12.665545,,,,,1.000000,1.909670,in,-98.267410,-96.364456,296.605316,296.832672,9.660873,10.751378,45.101891,36.015244,65.076172,62.449772,15552.000000,3483.000000
g41155/A,25.894669,19.778038,,,,,1.000000,0.667414,in,-79.954407,-79.968750,299.090485,297.291260,18.792171,14.468581,58.561108,57.100380,79.027435,75.316658,14436.000000,2943.000000
g40921__51438/A1,25.894669,19.778038,,,,,1.000000,0.577652,in,-77.101425,-77.520813,299.090485,297.291260,18.792171,14.468581,60.232075,51.217449,79.027435,75.316658,14436.000000,3357.000000
g86/A,25.894669,19.778038,,,,,1.000000,1.071390,in,-77.679337,-76.199142,299.090485,297.291260,18.792171,14.468581,58.078857,47.466969,79.027435,75.316658,14310.000000,2853.000000
g41176/A,10.717570,10.836148,,,,,1.000000,1.286160,in,-88.881393,-92.119324,294.815125,292.484161,8.563240,8.916992,64.565811,61.263317,61.986118,60.993698,16002.000000,3483.000000
g40818__9945/A1,22.546225,20.136784,,,,,1.000000,0.454576,in,-62.557846,-67.081238,288.714966,289.287628,17.250048,14.971692,56.063408,50.895721,76.501961,74.902611,15174.000000,3861.000000
g41080__9945/A,22.584360,20.180426,,,,,1.000000,0.556364,in,-97.881073,-98.131699,288.952332,289.526276,17.275270,15.001915,89.733902,84.938538,76.690010,75.095879,15678.000000,3897.000000
g41086__7482/B,22.589508,20.186604,,,,,1.000000,0.490620,in,-66.578445,-67.948929,289.451630,290.028778,17.278494,15.005914,57.396027,55.963127,77.054192,75.465431,15462.000000,2817.000000
g591/A,22.572662,20.167055,,,,,1.000000,1.065280,in,-81.697144,-90.609802,288.861084,289.434509,17.267492,14.992607,58.083778,69.554718,76.618927,75.023026,15678.000000,4059.000000
g40997__46469/A,22.565929,20.159353,,,,,1.000000,1.071390,in,-91.972565,-89.224655,288.818329,289.391541,17.263035,14.987267,63.856720,57.409897,76.585129,74.988297,15390.000000,4023.000000
g40953__3680/A,22.593893,20.191500,,,,,1.000000,0.535565,in,-82.633850,-82.380783,289.388306,289.965027,17.281538,15.009491,71.366028,76.939102,77.010139,75.421043,16758.000000,2853.000000
g40999__5122/A,22.597523,20.195549,,,,,1.000000,1.035410,in,-72.119766,-75.293488,289.306976,289.883148,17.284046,15.012440,67.384064,57.815968,76.952698,75.363045,16650.000000,3483.000000
g55095/A,22.669977,20.196888,,,,,1.000000,0.808989,in,-69.587891,-67.793686,289.241821,289.817566,17.343212,15.071868,67.879219,55.203644,76.905975,75.315765,16920.000000,4563.000000
g41100__1881/A2,22.632668,20.232811,,,,,1.000000,0.631182,in,-88.091156,-93.896530,289.136047,289.711090,17.302933,15.032300,70.049454,59.995834,76.828667,75.237305,16488.000000,3861.000000
g40952__6783/A,22.593534,20.191099,,,,,1.000000,1.071390,in,-93.692520,-91.324097,289.394318,289.971069,17.281290,15.009199,84.592072,74.244194,77.014343,75.425285,16002.000000,2943.000000
g41211__52793/B,22.588102,20.185032,,,,,1.000000,1.060470,in,-83.860046,-80.368820,289.468658,290.045959,17.277515,15.004765,60.494576,70.909897,77.065956,75.477272,16110.000000,2475.000000
g40869__1705/C,24.826656,19.267403,,,,,1.000000,0.523432,in,-75.332062,-72.883286,291.941559,287.356903,16.704327,15.272568,41.692192,38.413776,67.119614,62.874855,4932.000000,3897.000000
g47317/A1,24.826656,19.267403,,,,,1.000000,0.601146,in,-67.782745,-55.494995,291.941559,287.356903,16.704327,15.272568,55.875748,32.785778,67.119614,62.874855,7308.000000,3519.000000
g52879/A1,24.826656,19.267403,,,,,1.000000,0.585398,in,-43.864975,-42.553925,291.941559,287.356903,16.704327,15.272568,21.824104,19.221176,67.119614,62.874855,4212.000000,3321.000000
g44181/A2,24.826656,19.267403,,,,,1.000000,0.631654,in,-54.007095,-49.160141,291.941559,287.356903,16.704327,15.272568,35.002789,23.969353,67.119614,62.874855,7128.000000,2781.000000
g83/A,24.826656,19.267403,,,,,1.000000,0.362322,in,-61.734589,-55.016739,291.941559,287.356903,16.704327,15.272568,34.991985,25.261608,67.119614,62.874855,5994.000000,2853.000000
g44294/C,24.826656,19.267403,,,,,1.000000,0.523432,in,-70.758270,-62.944733,291.941559,287.356903,16.704327,15.272568,53.726746,35.710670,67.119614,62.874855,5958.000000,2979.000000
g38/B1,14.786603,13.796553,,,,,1.000000,0.555867,in,-67.117126,-51.315552,294.164948,289.457458,11.334146,10.786735,42.418732,22.974682,62.730930,61.986668,6048.000000,4977.000000
g40949__5526/B,12.770909,12.203706,,,,,1.000000,0.372056,in,-72.285721,-69.687271,292.247131,295.158081,10.429963,10.470925,61.471481,44.978355,70.309776,70.671227,6624.000000,3357.000000
g41281/A,12.770909,12.203706,,,,,1.000000,0.443164,in,-63.934479,-66.106552,292.247131,295.158081,10.429963,10.470925,39.242714,39.870445,70.309776,70.671227,5508.000000,2853.000000
